Store,Dept,SKU_ID,Total_Sales,Avg_Weekly_Demand,Demand_StdDev,Weeks_Observed,Store_Size,Forecasted_Weekly_Demand,Lead_Time_Weeks,Safety_Stock_Value,Reorder_Point_Value,Stock_Cover_Weeks,Current_Stock_Value,Stock_Status,Cumulative_Sales,Cumulative_Sales_Percentage,ABC_Class,Action_Recommendation
43,90,43_90,8333038.5200000005,63610.98106870229,4145.17587778859,131,41062,61972.046875,1,6839.540198351173,68811.58707335117,8,508887.8485496183,Stock Sufficient,1493589305.2399995,0.2418171095713862,A,Stock Sufficient
14,94,14_94,8329925.03,63587.21396946565,10069.278480804012,131,200898,49686.19921875,3,28776.828175115632,177835.42583136563,1,63587.21396946565,Reorder Required,1501919230.2699995,0.24316575232521018,A,Urgent Reorder - High Priority SKU
20,94,20_94,8304621.21,63394.05503816794,8842.344023064974,131,203742,60174.44921875,3,25270.392024820012,205793.73968107,3,190182.16511450382,Reorder Required,1510223851.4799995,0.24451029830585025,A,Urgent Reorder - High Priority SKU
18,2,18_2,8287336.34,63262.10946564886,8067.762336050364,131,120653,59614.01171875,2,18825.739207514693,138053.76264501468,7,442834.76625954197,Stock Sufficient,1518511187.8199995,0.24585204580816158,A,Stock Sufficient
1,94,1_94,8279918.43,63205.48419847328,6737.567554908355,131,151315,62425.11328125,4,22233.97293119757,271934.42605619755,6,379232.90519083967,Stock Sufficient,1526791106.2499995,0.2471925923260062,A,Stock Sufficient
8,95,8_95,8262190.38,63070.155572519085,4576.742341143661,131,155078,63983.15625,2,10679.610299048718,138645.9227990487,6,378420.9334351145,Stock Sufficient,1535053296.6299996,0.24853026861319621,A,Stock Sufficient
4,8,4_8,8211731.66,62684.9745038168,3450.861173092262,131,205863,60004.51171875,2,8052.420210208779,128061.44364770877,4,250739.8980152672,Stock Sufficient,1543265028.2899997,0.24985977546466498,A,Stock Sufficient
10,13,10_13,8170283.83,62368.57885496183,3850.9503521867346,131,126512,61226.01171875,3,11005.56875123093,194683.60390748092,5,311842.89427480916,Stock Sufficient,1551435312.1199996,0.2511825717736751,A,Stock Sufficient
32,90,32_90,8099029.32,61824.65129770993,5236.653282175909,131,203007,62968.4296875,2,12219.481053612944,138156.34042861295,8,494597.2103816794,Stock Sufficient,1559534341.4399996,0.2524938317389315,A,Stock Sufficient
14,93,14_93,8089726.41,61753.63671755725,9516.93229294758,131,200898,48992.3359375,4,31405.876566727013,227375.220316727,1,61753.63671755725,Reorder Required,1567624067.8499997,0.2538035855319095,A,Urgent Reorder - High Priority SKU
42,95,42_95,8073801.26,61632.0706870229,6351.762556602359,131,39690,61125.41015625,2,14821.535441659089,137072.3557541591,6,369792.42412213737,Stock Sufficient,1575697869.1099997,0.25511076098977964,A,Stock Sufficient
23,40,23_40,8063512.59,61553.53122137405,5088.080091431802,131,114533,66346.515625,1,8395.332150862474,74741.84777586248,2,123107.0624427481,Stock Sufficient,1583761381.6999996,0.2564162706775267,A,Stock Sufficient
32,38,32_38,8058397.36,61514.48366412214,7473.73031235738,131,203007,67900.046875,2,17439.59376927028,153239.6875192703,8,492115.8693129771,Stock Sufficient,1591819779.0599995,0.25772095219240926,A,Stock Sufficient
40,90,40_90,8036760.24,61349.31480916031,5628.979258131339,131,155083,63243.26953125,3,16086.968815227492,205816.7774089775,4,245397.25923664123,Stock Sufficient,1599856539.2999995,0.25902213058511525,A,Stock Sufficient
30,38,30_38,8016335.69,61193.40221374046,5929.384840800589,131,42988,56353.24609375,4,19566.969974641943,244979.95434964195,8,489547.2177099237,Stock Sufficient,1607872874.9899995,0.2603200021747878,A,Stock Sufficient
23,92,23_92,7993430.47,61018.553206106866,12368.978000359246,131,114533,74681.7734375,1,20408.813700592753,95090.58713809276,3,183055.65961832058,Stock Sufficient,1615866305.4599996,0.26161416533264775,A,Stock Sufficient
13,7,13_7,7981043.14,60923.9934351145,42132.171484521234,131,219622,45643.671875,1,69518.08294946003,115161.75482446003,5,304619.96717557247,Stock Sufficient,1623847348.5999997,0.26290632294030364,A,Stock Sufficient
18,40,18_40,7976143.7,60886.59312977099,5097.113714451936,131,120653,58316.76953125,3,14566.958876888344,189517.26747063836,3,182659.77938931296,Reorder Required,1631823492.2999997,0.2641976873122185,A,Urgent Reorder - High Priority SKU
39,91,39_91,7948675.76,60676.91419847328,3729.750583155755,131,184109,65736.296875,2,8703.195367296918,140175.78911729692,2,121353.82839694656,Reorder Required,1639772168.0599997,0.26548460453267525,A,Urgent Reorder - High Priority SKU
8,92,8_92,7941442.57,60621.69900763359,7856.0300594449645,131,155078,64772.546875,2,18331.67202318834,147876.76577318835,8,484973.59206106875,Stock Sufficient,1647713610.6299996,0.26677035067545174,A,Stock Sufficient
39,94,39_94,7899899.57,60304.57687022901,5988.5791866303025,131,184109,67259.984375,1,9881.155657939998,77141.14003293999,7,422132.0380916031,Stock Sufficient,1655613510.1999996,0.2680493708674279,A,Stock Sufficient
18,72,18_72,7852608.39,59943.575496183206,38926.49005955674,131,120653,51481.359375,2,90833.1107933809,193795.82954338088,4,239774.30198473283,Stock Sufficient,1663466118.5899997,0.2693207344590149,A,Stock Sufficient
14,13,14_13,7826904.07,59747.3593129771,6154.641260905117,131,200898,51651.1640625,4,20310.316160986884,226914.9724109869,8,477978.8745038168,Stock Sufficient,1671293022.6599996,0.2705879364351269,A,Stock Sufficient
39,40,39_40,7822438.66,59713.272213740456,5867.900594520653,131,184109,69658.5546875,3,16769.778239731095,225745.4423022311,8,477706.17770992365,Stock Sufficient,1679115461.3199997,0.2718544154464082,A,Stock Sufficient
10,7,10_7,7806511.21,59591.6886259542,51849.24393780625,131,126512,46424.57421875,3,148179.11597661648,287452.8386328665,1,59591.6886259542,Reorder Required,1686921972.5299997,0.2731183157502039,A,Urgent Reorder - High Priority SKU
37,92,37_92,7805178.76,59581.51725190839,5560.149768478299,131,39910,61326.65625,2,12974.344698822597,135627.6571988226,3,178744.55175572517,Stock Sufficient,1694727151.2899997,0.27438200032588306,A,Stock Sufficient
12,72,12_72,7782020.62,59404.73755725191,40109.99960575019,131,112238,49032.55078125,1,66181.49934948781,115214.05013073781,1,59404.73755725191,Reorder Required,1702509171.9099996,0.2756419355211548,A,Urgent Reorder - High Priority SKU
8,38,8_38,7763854.04,59266.0613740458,7577.308536167078,131,155078,60822.8046875,1,12502.559084675679,73325.36377217568,2,118532.1227480916,Stock Sufficient,1710273025.9499996,0.2768989294862965,A,Stock Sufficient
24,38,24_38,7753088.91,59183.88480916031,7178.518650683317,131,203819,56621.34765625,1,11844.555773627473,68465.90342987748,7,414287.19366412214,Stock Sufficient,1718026114.8599997,0.2781541805408459,A,Stock Sufficient
31,2,31_2,7686989.56,58679.30961832061,3290.2458656481076,131,203750,57782.26953125,2,7677.632039123571,123242.17110162356,1,58679.30961832061,Reorder Required,1725713104.4199996,0.2793987298893068,A,Urgent Reorder - High Priority SKU
31,93,31_93,7669284.87,58544.1593129771,6978.067542903063,131,203750,62121.640625,2,16282.988301242869,140526.26955124288,2,117088.3186259542,Reorder Required,1733382389.2899995,0.2806404127891753,A,Urgent Reorder - High Priority SKU
2,8,2_8,7649854.04,58395.832366412214,3683.5874589936243,131,202307,58585.01953125,2,8595.47591544878,125765.51497794878,5,291979.1618320611,Stock Sufficient,1741032243.3299994,0.28187894977260564,A,Stock Sufficient
32,40,32_40,7638902.89,58312.23580152672,3108.7282113811198,131,203007,60264.8671875,2,7254.069237140606,127783.8036121406,3,174936.70740458014,Stock Sufficient,1748671146.2199996,0.2831157137281828,A,Stock Sufficient
1,40,1_40,7626016.97,58213.869999999995,4180.067450875,131,151315,57941.6171875,1,6897.111293943749,64838.72848144375,1,58213.869999999995,Reorder Required,1756297163.1899996,0.2843503914101654,A,Urgent Reorder - High Priority SKU
43,38,43_38,7603388.64,58041.134656488546,8383.667727778111,131,41062,59538.51953125,2,19562.889395038164,138639.92845753816,1,58041.134656488546,Reorder Required,1763900551.8299997,0.2855814054897535,A,Urgent Reorder - High Priority SKU
22,95,22_95,7593224.59,57963.54648854962,6388.928952318635,131,119557,56092.62890625,2,14908.261456121785,127093.51926862178,5,289817.7324427481,Stock Sufficient,1771493776.4199996,0.28681077397561394,A,Stock Sufficient
24,72,24_72,7571601.27,57798.48297709924,27212.81201174942,131,203819,52792.22265625,3,77771.05548493154,236147.72345368154,5,288992.4148854962,Stock Sufficient,1779065377.6899996,0.28803664157356396,A,Stock Sufficient
18,95,18_95,7570124.14,57787.20717557252,9104.727646224008,131,120653,57886.18359375,3,26020.253939356007,199678.80472060601,1,57787.20717557252,Reorder Required,1786635501.8299997,0.2892622700192211,A,Urgent Reorder - High Priority SKU
28,2,28_2,7520364.62,57407.363511450385,4290.827125605165,131,206302,53915.5625,1,7079.8647572485215,60995.42725724852,3,172222.09053435115,Stock Sufficient,1794155866.4499996,0.2904798422319781,A,Stock Sufficient
28,91,28_91,7516648.63,57378.99717557252,13410.688524147003,131,206302,52531.39453125,2,31293.203026156367,136355.99208865638,6,344273.9830534351,Stock Sufficient,1801672515.0799997,0.29169681281351173,A,Stock Sufficient
26,90,26_90,7508826.34,57319.28503816794,5979.376842095787,131,152513,59931.91796875,1,9865.971789458048,69797.88975820805,5,286596.4251908397,Stock Sufficient,1809181341.4199996,0.2929125169401026,A,Stock Sufficient
10,5,10_5,7492488.68,57194.57007633588,33391.57288967536,131,126512,46435.7109375,4,110192.19053592868,295935.0342859287,5,285972.85038167937,Reorder Required,1816673830.0999997,0.2941255759448354,A,Urgent Reorder - High Priority SKU
11,2,11_2,7474122.7,57054.371755725195,4813.905015494257,131,207499,56118.2578125,4,15885.886551131047,240358.91780113106,4,228217.48702290078,Reorder Required,1824147952.7999997,0.2953356614359105,A,Urgent Reorder - High Priority SKU
4,4,4_4,7451481.39,56881.537328244274,4218.616034386855,131,205863,58403.125,3,12056.314560151564,187265.68956015157,7,398170.7612977099,Stock Sufficient,1831599434.1899998,0.29654208122308573,A,Stock Sufficient
31,40,31_40,7445285.69,56834.24190839695,3416.548709578386,131,203750,56612.09375,4,11274.610741608672,237722.98574160866,5,284171.2095419848,Stock Sufficient,1839044719.8799999,0.29774749790568555,A,Stock Sufficient
20,13,20_13,7403504.03,56515.2979389313,4133.2802287233,131,203742,58888.6015625,4,13639.824754786889,249194.23100478688,3,169545.8938167939,Reorder Required,1846448223.9099998,0.29894614999763197,A,Urgent Reorder - High Priority SKU
38,38,38_38,7400712.12,56493.98564885496,16089.692121835165,131,39690,71396.203125,1,26547.992001028022,97944.19512602802,4,225975.94259541985,Stock Sufficient,1853848936.0299997,0.3001443500700011,A,Stock Sufficient
13,5,13_5,7326115.0600000005,55924.5424427481,31277.255362641143,131,219622,48575.6484375,2,72983.98590062864,170135.28277562864,4,223698.1697709924,Stock Sufficient,1861175051.0899997,0.3013304726285795,A,Stock Sufficient
41,72,41_72,7282528.24,55591.8186259542,32569.90862866883,131,196321,57350.94921875,4,107480.69847460712,336884.49534960714,7,389142.7303816794,Stock Sufficient,1868457579.3299997,0.30250953833505617,A,Stock Sufficient
39,13,39_13,7282345.18,55590.42122137405,4669.10518616626,131,184109,62975.0625,4,15408.047114348657,267308.2971143487,3,166771.26366412215,Reorder Required,1875739924.5099998,0.3036885744035059,A,Urgent Reorder - High Priority SKU
5,38,5_38,7267181.7,55474.669465648854,8046.244134118749,131,34875,56747.4921875,3,22995.231023154585,193237.70758565457,6,332848.0167938931,Stock Sufficient,1883007106.2099998,0.304865155453771,A,Stock Sufficient
39,72,39_72,7223808.97,55143.57992366412,40414.512313919375,131,184109,57098.24609375,2,94305.33986121474,208501.83204871474,7,386005.05946564884,Stock Sufficient,1890230915.1799998,0.3060347143138223,A,Stock Sufficient
41,40,41_40,7212284.82,55055.6093129771,4412.955337558721,131,196321,62175.20703125,4,14562.75261394378,263263.58073894377,3,165166.8279389313,Reorder Required,1897443199.9999998,0.3072024073754017,A,Urgent Reorder - High Priority SKU
10,46,10_46,7194844.98,54922.480763358784,9055.897872697076,131,126512,46806.66015625,3,25880.704119049307,166300.6845877993,4,219689.92305343514,Stock Sufficient,1904638044.9799998,0.3083672768684905,A,Stock Sufficient
27,93,27_93,7184668.9,54844.800763358784,6143.428022197707,131,204184,53820.25,3,17557.20362069653,179017.95362069653,6,329068.80458015273,Stock Sufficient,1911822713.8799999,0.3095304988201544,A,Stock Sufficient
23,95,23_95,7147791.12,54563.29099236641,8369.585920468675,131,114533,58330.99609375,2,19530.030168286612,136192.0223557866,7,381943.0369465649,Stock Sufficient,1918970504.9999998,0.31068775013575656,A,Stock Sufficient
22,40,22_40,7117341.43,54330.85061068702,3330.6059237406894,131,119557,55436.2578125,3,9518.484821849432,175827.25825934944,5,271654.2530534351,Stock Sufficient,1926087846.4299998,0.31184007154459176,A,Stock Sufficient
14,7,14_7,7087978.09,54106.70297709924,47643.52523063855,131,200898,34747.20703125,2,111173.89724171573,180668.31130421575,5,270533.5148854962,Stock Sufficient,1933175824.5199997,0.31298763893036224,A,Stock Sufficient
19,91,19_91,7074132.24,54001.00946564886,5005.605908235793,131,203819,49799.875,1,8259.249748589058,58059.124748589056,6,324006.05679389316,Stock Sufficient,1940249956.7599998,0.31413296462665713,A,Stock Sufficient
19,40,19_40,7066269.61,53940.98938931298,3070.6653166691735,131,203819,54103.5546875,4,10133.195545008271,226547.41429500826,8,431527.9151145038,Stock Sufficient,1947316226.3699996,0.31527701733682817,A,Stock Sufficient
28,72,28_72,7047497.22,53797.68870229008,40227.46153487239,131,206302,44270.3203125,2,93868.86577605657,182409.50640105657,8,430381.5096183206,Stock Sufficient,1954363723.5899997,0.31641803073420177,A,Stock Sufficient
17,92,17_92,7046272.45,53788.3393129771,12705.845675911061,131,93188,65844.5,3,36311.830935282014,233845.33093528202,5,268941.6965648855,Stock Sufficient,1961409996.0399997,0.31755884583721145,A,Stock Sufficient
42,90,42_90,7044255.28,53772.94106870229,5671.89958053455,131,39690,54075.17578125,4,18717.268615764016,235017.971740764,6,322637.64641221374,Stock Sufficient,1968454251.3199997,0.3186993343536439,A,Stock Sufficient
6,90,6_90,7037673.12,53722.695572519086,5584.848269405102,131,202505,52475.8828125,3,15960.847576035041,173388.49601353504,2,107445.39114503817,Reorder Required,1975491924.4399996,0.31983875719633303,A,Urgent Reorder - High Priority SKU
45,38,45_38,7022221.14,53604.74152671755,5684.607168842011,131,118221,53521.828125,3,16245.946921882643,176811.43129688266,7,375233.19068702287,Stock Sufficient,1982514145.5799997,0.3209756783117216,A,Stock Sufficient
22,2,22_2,7019074.45,53580.72099236641,5435.636642077037,131,119557,53506.50390625,3,15534.418078674846,176053.92979742485,7,375065.04694656486,Stock Sufficient,1989533220.0299997,0.32211208996746293,A,Stock Sufficient
11,40,11_40,6996137.94,53405.633129771,3542.3113983262965,131,207499,54904.43359375,2,8265.814955742055,118074.68214324205,2,106811.266259542,Reorder Required,1996529357.9699998,0.32324478812543594,A,Urgent Reorder - High Priority SKU
20,93,20_93,6975059.08,53244.72580152672,7580.787025334702,131,203742,54483.0390625,1,12508.298591802257,66991.33765430226,8,425957.8064122138,Stock Sufficient,2003504417.0499997,0.32437407354539566,A,Stock Sufficient
45,95,45_95,6962861.01,53151.610763358774,5042.735910456,131,118221,50971.58203125,3,14411.553430002123,167326.29952375212,2,106303.22152671755,Reorder Required,2010467278.0599997,0.325501384056979,A,Urgent Reorder - High Priority SKU
14,8,14_8,6960073.72,53130.333740458016,5404.0783785250605,131,200898,44012.96875,3,15444.228227488235,147483.13447748823,8,425042.6699236641,Stock Sufficient,2017427351.7799997,0.3266282432969785,A,Stock Sufficient
13,79,13_79,6948646.71,53043.10465648855,4600.52871319044,131,219622,53224.94921875,3,13147.776630326758,172822.62428657676,4,212172.4186259542,Stock Sufficient,2024375998.4899998,0.32775325246579745,A,Stock Sufficient
41,91,41_91,6947498.84,53034.34229007633,3520.3408295475183,131,196321,55777.7421875,4,11617.12473750681,234728.09348750682,5,265171.71145038167,Stock Sufficient,2031323497.3299997,0.32887807579061995,A,Stock Sufficient
30,92,30_92,6937868.79,52960.83045801527,5600.1521630897005,131,42988,54457.6015625,3,16004.584326370381,179377.3890138704,6,317764.9827480916,Stock Sufficient,2038261366.1199996,0.33000133997810266,A,Stock Sufficient
27,13,27_13,6932135.42,52917.06427480916,4607.575608998906,131,204184,53486.9375,4,15204.99950969639,229152.74950969638,5,264585.3213740458,Stock Sufficient,2045193501.5399997,0.3311236759137851,A,Stock Sufficient
14,4,14_4,6930072.68,52901.31816793893,5912.05084820225,131,200898,42679.5546875,1,9754.883899533712,52434.438587033714,6,317407.90900763357,Stock Sufficient,2052123574.2199998,0.3322456778849548,A,Stock Sufficient
17,72,17_72,6892292.53,52612.92007633588,21333.860848149478,131,93188,53473.2734375,2,49781.54832623506,156728.09520123506,6,315677.52045801526,Stock Sufficient,2059015866.7499998,0.3333615631233385,A,Stock Sufficient
